Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021),Province or Territory Abbreviation
Madawaska Valley,420.0,460.0,155.0,40.0,75.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,45.0,25.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,2.6,3927.0,4123.0,-4.8,665.83,5.9,Ont.
Maddington Falls,0.0,10.0,10.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,413.0,3.6,23.82,18.0,Que.
Madoc,130.0,135.0,70.0,15.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233.0,2078.0,7.5,274.58,8.1,Ont.
Magnetawan,60.0,30.0,15.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1753.0,1390.0,26.1,526.31,3.3,Ont.
Magnetewan 1,10.0,0.0,0.0,0.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,101.0,1.0,44.41,2.3,Ont.
Magog,4095.0,3140.0,1495.0,210.0,130.0,17.5,10.0,0.0,0.0,10.0,0.0,24.0,425.0,255.0,55.0,0.0,0.0,11.8,25.0,15.0,0.0,0.0,0.0,12.8,105.0,0.0,0.0,0.0,10.0,8.1,28312.0,26669.0,6.2,144.26,196.3,Que.
Magrath,250.0,90.0,50.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.4,2481.0,2374.0,4.5,5.88,422.0,Alta.
Mahone Bay,220.0,250.0,45.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,1064.0,1036.0,2.7,3.12,341.4,N.S.
Maidstone,210.0,110.0,25.0,25.0,15.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1209.0,1185.0,2.0,4.39,275.1,Sask.
Main Brook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,243.0,1.2,28.0,8.8,N.L.
Maisonnette,20.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,495.0,8.1,12.91,41.4,N.B.
Major,20.0,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,2.6,13.5,Sask.
Makaoo (Part) 120,60.0,10.0,15.0,5.0,12.5,13.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,518.0,14.5,19.61,30.2,Sask.
Makkovik,50.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,4.2,365.0,377.0,-3.2,2.95,123.5,N.L.
Makwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,84.0,-7.1,0.58,133.8,Sask.
Makwa Lake 129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,-66.7,17.66,0.3,Sask.
Makwa Lake 129B,85.0,10.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1109.0,982.0,12.9,36.75,30.2,Sask.
Makwa Lake 129C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,120.0,1.99,11.1,Sask.
Malachan 11,20.0,0.0,0.0,0.0,15.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,158.0,12.7,0.57,312.1,B.C.
Malahat 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,143.0,15.4,2.45,67.3,B.C.
Malahide,475.0,330.0,135.0,55.0,55.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,10.0,0.0,0.0,11.6,9308.0,9292.0,0.2,394.27,23.6,Ont.
Malartic,760.0,605.0,495.0,110.0,180.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,80.0,10.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,104.0,3355.0,3377.0,-0.7,147.45,22.8,Que.
Maliotenam,65.0,20.0,0.0,10.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,1542.0,4.4,5.2,309.7,Que.
Mandeville,125.0,40.0,10.0,15.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2363.0,2189.0,7.9,318.21,7.4,Que.
Manitou Beach,45.0,0.0,10.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,364.0,314.0,15.9,2.28,159.9,Sask.
Manitou Lake No. 442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,573.0,-11.9,839.29,0.6,Sask.
Manitou Rapids 11,25.0,15.0,20.0,20.0,10.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,283.0,6.0,22.73,13.2,Ont.
"Manitoulin, Unorganized, West Part",0.0,0.0,0.0,15.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,45.0,219.0,169.0,29.6,402.29,0.5,Ont.
Manitouwadge,285.0,10.0,15.0,30.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1974.0,1937.0,1.9,352.17,5.6,Ont.
Mankota,30.0,10.0,20.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,205.0,-3.4,1.5,132.2,Sask.
Mankota No. 45,30.0,10.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,292.0,-1.0,1693.17,0.2,Sask.
Manners Sutton,110.0,25.0,15.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1920.0,1777.0,8.0,524.75,3.7,N.B.
Manning,475.0,185.0,40.0,30.0,30.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,1126.0,1183.0,-4.8,3.71,303.1,Alta.
Mannville,105.0,80.0,45.0,15.0,15.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,828.0,-7.6,1.64,466.3,Alta.
Manor,10.0,20.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,295.0,3.4,2.58,118.3,Sask.
Manseau,35.0,90.0,60.0,25.0,0.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.0,816.0,-1.1,104.48,7.7,Que.
Mansfield-et-Pontefract,320.0,65.0,40.0,0.0,20.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,2285.0,-1.5,466.61,4.8,Que.
Maple Bush No. 224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,192.0,10.9,818.05,0.3,Sask.
Maple Creek,655.0,135.0,90.0,20.0,60.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,135.0,15.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2176.0,2084.0,4.4,4.35,500.0,Sask.
Maple Ridge,6540.0,4990.0,3000.0,1065.0,535.0,20.4,150.0,305.0,185.0,60.0,160.0,33.8,695.0,385.0,55.0,20.0,10.0,12.0,20.0,0.0,0.0,0.0,0.0,15.6,315.0,40.0,20.0,20.0,10.0,9.0,90990.0,82256.0,10.6,267.82,339.7,B.C.
Mapleton,745.0,635.0,200.0,80.0,50.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,215.0,15.0,10.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,15.0,0.0,23.0,10839.0,10527.0,3.0,535.56,20.2,Ont.
Marathon,675.0,125.0,170.0,80.0,30.0,16.5,10.0,0.0,0.0,0.0,0.0,0.0,75.0,20.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,34.0,3138.0,3273.0,-4.1,167.03,18.8,Ont.
Marble Canyon 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,84.0,15.5,2.84,34.1,B.C.
Marcelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,153.0,-7.2,1.29,110.1,Sask.
Margo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,83.0,-21.7,0.71,91.2,Sask.
Maria,535.0,385.0,200.0,70.0,60.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2760.0,2615.0,5.5,94.88,29.1,Que.
Maricourt,75.0,60.0,15.0,20.0,0.0,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,416.0,9.6,61.1,7.5,Que.
Marieville,1225.0,875.0,685.0,180.0,95.0,20.4,0.0,0.0,0.0,0.0,0.0,38.0,185.0,45.0,10.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,0.0,0.0,12.2,11332.0,10725.0,5.7,63.23,179.2,Que.
Mariposa No. 350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,205.0,42.0,635.16,0.5,Sask.
Markham,10870.0,27560.0,18545.0,5995.0,4320.0,27.0,180.0,530.0,1095.0,840.0,2065.0,53.2,1305.0,510.0,190.0,40.0,45.0,13.3,0.0,0.0,0.0,0.0,0.0,29.0,1125.0,190.0,230.0,95.0,105.0,15.8,338503.0,328966.0,2.9,210.93,1604.8,Ont.
Markinch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,-5.2,0.68,81.4,Sask.
Markstay-Warren,25.0,50.0,35.0,20.0,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,2708.0,2656.0,2.0,505.92,5.4,Ont.
Marktosis 15,95.0,10.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,95.0,10.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,622.0,22.2,1.8,423.0,B.C.
Marmora and Lake,290.0,120.0,65.0,20.0,20.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4267.0,3953.0,7.9,538.24,7.9,Ont.
Marquis,25.0,0.0,10.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,97.0,-7.2,0.63,143.0,Sask.
Marriott No. 317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,366.0,-4.6,832.54,0.4,Sask.
Marsden,40.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,297.0,-5.4,0.79,354.2,Sask.
Marsh Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,696.0,7.2,817.11,0.9,Y.T.
Marsoui,20.0,0.0,10.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,275.0,5.1,181.4,1.6,Que.
Marston,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,705.0,10.2,71.83,10.8,Que.
Marten Falls 65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,252.0,-3.6,79.0,3.1,Ont.
Martin No. 122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,289.0,-12.1,542.27,0.5,Sask.
Martinville,10.0,35.0,20.0,10.0,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,436.0,1.1,47.66,9.3,Que.
Marwayne,85.0,25.0,15.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,564.0,-3.7,1.6,339.3,Alta.
Mary's Harbour,70.0,10.0,0.0,10.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,341.0,-8.5,34.25,9.1,N.L.
Maryfield,40.0,0.0,15.0,0.0,10.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,348.0,-10.6,2.57,121.2,Sask.
Maryfield No. 91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,324.0,-20.4,748.67,0.3,Sask.
Marystown,940.0,590.0,150.0,30.0,25.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,17.0,5204.0,5316.0,-2.1,62.23,83.6,N.L.
Mascouche,3015.0,3070.0,1345.0,345.0,125.0,19.0,30.0,65.0,25.0,40.0,65.0,37.8,365.0,140.0,25.0,0.0,0.0,10.1,35.0,15.0,0.0,0.0,0.0,9.6,60.0,30.0,75.0,20.0,0.0,23.6,51183.0,46692.0,9.6,106.89,478.8,Que.
Mashteuiatsh,430.0,120.0,50.0,30.0,40.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,2010.0,1957.0,2.7,14.43,139.3,Que.
Maskinongé,1822.5,1652.5,782.5,162.5,100.0,16.5,15.0,7.5,10.0,7.5,25.0,24.4,260.0,35.0,7.5,5.0,0.0,3.35,17.5,7.5,0.0,0.0,0.0,4.1,57.5,0.0,0.0,0.0,0.0,8.5,2323.0,2319.0,0.2,73.31,31.7,Que.
Masset,245.0,50.0,20.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,838.0,793.0,5.7,20.69,40.5,B.C.
Masset 1,65.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,555.0,-14.4,3.16,150.4,B.C.
Massey Drive,15.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1606.0,1632.0,-1.6,2.45,655.1,N.L.
Massueville,55.0,35.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,529.0,3.4,1.55,353.0,Que.
Matachewan,125.0,10.0,85.0,170.0,295.0,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,225.0,19.1,539.56,0.5,Ont.
Matachewan 72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,61.0,8.2,33.09,2.0,Ont.
Matagami,410.0,135.0,0.0,0.0,45.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,95.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,28.0,1402.0,1453.0,-3.5,75.12,18.7,Que.
Matane,3460.0,1440.0,295.0,110.0,130.0,13.8,10.0,15.0,15.0,0.0,0.0,21.6,265.0,90.0,10.0,0.0,10.0,12.6,20.0,0.0,0.0,0.0,0.0,9.2,45.0,15.0,10.0,0.0,0.0,12.4,13987.0,14311.0,-2.3,195.49,71.5,Que.
Matapédia,45.0,60.0,40.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,645.0,-12.2,71.59,7.9,Que.
Matchi-Manitou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.77,0.0,Que.
Matsqui 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,471.0,-3.2,0.28,1654.6,B.C.
Matsqui Main 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,110.0,8.2,1.36,87.6,B.C.
Mattagami 71,30.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,190.0,10.5,46.43,4.5,Ont.
Mattawa,445.0,85.0,60.0,70.0,25.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,7.0,1881.0,1993.0,-5.6,3.67,513.1,Ont.
Mattawan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,161.0,-5.0,200.12,0.8,Ont.
Mattice-Val Côté,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,648.0,-16.4,412.81,1.3,Ont.
